Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
Animal Crossing: New Horizons,GameCube,2023,Shooter,Nintendo,Rockstar Games,12/27/2017,1.42,3037.52,13.39,3.85,1.36,0.56,151876.15,52.25,571943,6.78,55.34,62.23,5.24,Sports,192.21
The Witcher 3: Wild Hunt,SNES,2018,Action,Sony,Rockstar Games,8/26/2022,2.18,666.00,14.09,4.82,3.38,2.65,33299.85,56.21,516427,2.42,52.64,79.14,10.85,RPG,-78.07
Call of Duty: Modern Warfare 2,Xbox 360,2018,RPG,Nintendo,Bungie,1/24/2016,3.85,19.37,8.91,5.34,3.44,2.89,968.57,43.84,864054,5.67,44.23,66.07,8.75,Adventure,-97.09
Animal Crossing: New Horizons,PS3,2018,Shooter,Ubisoft,Nintendo,12/14/2018,9.69,540.81,7.17,3.36,1.08,4.43,27040.49,45.14,195328,7.02,22.86,72.79,14.39,Strategy,2691.80
Red Dead Redemption 2,PS4,2012,Adventure,Sony,Ubisoft,7/10/2020,1.91,44.21,7.06,8.70,0.30,4.87,2210.71,56.87,305935,3.27,83.41,62.95,6.19,Shooter,-91.82
Fortnite,Switch,2014,Action,Microsoft,Valve,4/27/2018,4.62,41.51,0.78,4.03,4.28,7.42,2075.45,49.22,125072,8.88,17.16,89.01,8.64,Sports,-6.12
The Legend of Zelda: Breath of the Wild,Wii,2012,Strategy,Square Enix,Valve,10/7/2018,1.42,6.61,15.60,0.92,1.29,5.27,330.28,40.52,760544,3.06,78.34,63.08,11.65,Sports,-84.09
The Legend of Zelda: Breath of the Wild,Wii,2021,Shooter,Activision,Bungie,11/1/2022,7.00,55.27,4.04,2.99,4.09,6.32,2763.26,55.43,255308,0.03,8.62,79.33,8.21,Racing,736.64
Grand Theft Auto V,Wii,2019,Platform,Microsoft,Valve,9/12/2025,5.27,396.34,19.00,5.11,2.26,7.36,19816.94,55.41,196253,7.67,64.58,65.07,5.18,Racing,617.16
The Legend of Zelda: Breath of the Wild,NES,2017,Sports,Electronic Arts,Naughty Dog,6/14/2019,3.34,309.57,4.19,0.71,1.96,5.54,15478.29,56.06,758455,1.38,55.15,81.94,12.46,Platform,-21.89
The Legend of Zelda: Breath of the Wild,Switch,2025,Adventure,Activision,Bungie,6/19/2012,9.24,5546.19,7.06,4.71,2.67,3.44,277309.48,42.02,142242,5.54,83.81,87.94,12.98,Adventure,1691.60
FIFA 22,SNES,2011,Puzzle,Electronic Arts,Rockstar Games,4/13/2017,4.68,11.56,11.81,3.15,3.25,8.68,577.77,49.06,673370,1.47,43.29,89.54,10.22,Puzzle,-99.79
Minecraft,PC,2015,Racing,Bethesda,Valve,11/16/2019,7.95,68.71,19.03,6.70,0.63,9.59,3435.59,49.28,688306,7.64,61.98,76.24,14.30,Shooter,494.62
Minecraft,Wii,2020,Platform,Activision,Nintendo,6/2/2018,5.67,1401.78,19.38,4.78,4.77,1.93,70089.01,42.92,264269,6.83,36.82,73.16,11.18,Platform,1940.09
Fortnite,SNES,2012,Adventure,Activision,EA Sports,8/7/2014,8.81,72.33,10.36,9.68,3.63,4.33,3616.55,59.66,310862,0.96,33.59,85.41,11.54,Racing,-94.84
Super Mario Odyssey,Xbox One,2024,Strategy,Electronic Arts,Rockstar Games,6/28/2019,8.25,4486.93,14.00,0.48,3.01,8.22,224346.69,46.31,853006,9.51,31.65,66.40,7.67,Shooter,6103.33
Call of Duty: Modern Warfare 2,GameCube,2014,Platform,Microsoft,Treyarch,4/22/2010,2.08,113.81,6.14,0.45,1.76,4.76,5690.59,53.28,453273,2.18,83.17,84.63,6.81,Sports,-97.46
Red Dead Redemption 2,PS3,2015,Adventure,Ubisoft,Naughty Dog,2/2/2019,7.36,216.49,1.55,5.50,2.44,3.44,10824.56,46.46,338985,8.40,88.53,65.92,14.43,Action,90.22
The Witcher 3: Wild Hunt,Wii,2019,RPG,Bethesda,Ubisoft,1/25/2015,6.91,71.52,7.05,6.86,3.07,0.24,3575.81,46.82,437887,6.52,61.81,80.07,7.69,Racing,-66.97
Minecraft,SNES,2013,Platform,Sony,Treyarch,9/10/2025,8.66,135.19,14.36,9.07,3.28,9.96,6759.60,55.89,907427,9.80,94.06,71.55,12.37,Platform,89.04
Minecraft,SNES,2015,Sports,Nintendo,Treyarch,4/27/2022,8.03,207.00,15.94,7.62,4.46,4.82,10349.79,57.35,171155,5.23,89.82,83.66,8.38,RPG,53.11
FIFA 22,PS3,2023,Platform,Bethesda,Treyarch,10/30/2020,4.79,1272.70,2.51,4.58,1.31,6.21,63634.92,54.03,361157,6.48,15.78,72.59,8.05,Puzzle,514.84
The Legend of Zelda: Breath of the Wild,PS4,2017,Sports,Microsoft,Ubisoft,4/17/2018,3.61,274.26,13.86,5.71,0.58,5.67,13713.16,58.56,136624,7.04,24.01,67.02,8.32,Sports,-78.45
Animal Crossing: New Horizons,GameCube,2025,Puzzle,Sony,Valve,5/26/2020,1.81,8293.36,8.86,4.19,3.06,4.70,414667.75,44.56,728459,4.79,70.84,65.29,5.00,Strategy,2923.87
Red Dead Redemption 2,Wii,2022,Platform,Ubisoft,Valve,3/20/2018,1.31,1465.96,7.35,2.68,1.34,6.82,73298.07,51.00,926695,0.61,5.42,73.06,6.54,Action,-82.32
FIFA 22,Xbox One,2024,Adventure,Activision,Valve,2/26/2010,5.38,1882.32,7.72,1.46,4.06,1.80,94116.11,48.39,457478,2.29,5.31,85.37,11.76,Sports,28.40
Call of Duty: Modern Warfare 2,PC,2025,Adventure,Ubisoft,Bungie,9/28/2013,9.96,1661.49,14.23,3.93,4.31,0.46,83074.63,54.18,447578,8.17,79.59,62.09,8.72,Platform,-11.73
Animal Crossing: New Horizons,PS4,2013,Action,Ubisoft,EA Sports,6/21/2023,6.98,25.03,8.45,7.69,2.90,0.96,1251.45,42.05,608999,0.87,7.24,73.18,5.73,Platform,-98.49
Animal Crossing: New Horizons,NES,2023,Puzzle,Activision,Treyarch,12/9/2016,9.87,2438.92,9.16,6.98,4.08,4.74,121946.03,52.72,814554,9.82,60.46,66.42,11.02,Shooter,9644.37
Minecraft,Wii,2025,Adventure,Square Enix,Treyarch,12/1/2020,9.83,401.80,1.13,7.17,2.11,9.99,20090.23,57.07,203829,7.92,15.42,85.08,11.55,Adventure,-83.53
Call of Duty: Modern Warfare 2,Xbox One,2025,Sports,Ubisoft,EA Sports,7/5/2018,4.10,8137.40,18.74,6.52,0.42,9.43,406869.78,50.89,743183,5.44,20.67,64.53,7.68,Sports,1925.21
Minecraft,NES,2013,Racing,Ubisoft,Valve,3/29/2016,3.09,91.07,3.77,1.76,3.63,0.45,4553.44,49.53,697717,7.08,42.06,71.20,8.84,Racing,-98.88
Red Dead Redemption 2,NES,2025,Shooter,Square Enix,Rockstar Games,10/22/2025,9.35,4305.01,9.02,4.37,0.49,2.60,215250.48,55.37,990682,6.90,27.56,61.31,13.37,Platform,4627.20
Fortnite,PS3,2012,Sports,Bethesda,Bungie,9/28/2017,1.97,9.38,13.90,9.62,3.61,3.31,468.97,53.19,511782,7.59,38.13,89.67,10.99,Sports,-99.78
The Witcher 3: Wild Hunt,Wii,2017,Sports,Activision,Treyarch,6/30/2013,8.13,308.00,18.65,9.51,4.71,1.58,15400.15,41.42,714923,4.01,25.20,75.04,10.84,Adventure,3183.85
Animal Crossing: New Horizons,NES,2013,Platform,Square Enix,Valve,1/8/2017,6.68,34.27,17.90,5.89,3.42,3.58,1713.52,56.09,140248,9.41,97.00,65.93,13.57,Puzzle,-88.87
Animal Crossing: New Horizons,GameCube,2024,Shooter,Bethesda,Treyarch,12/24/2021,3.49,5863.97,18.55,7.41,4.39,3.08,293198.46,47.23,794718,8.46,62.75,61.40,10.69,Adventure,17010.84
Animal Crossing: New Horizons,Xbox 360,2011,RPG,Activision,Valve,9/11/2022,8.67,22.40,15.62,9.52,1.55,7.30,1120.11,53.30,792258,3.51,50.35,85.70,12.03,Adventure,-99.62
Fortnite,PS3,2015,Platform,Electronic Arts,Valve,6/15/2017,6.60,168.84,17.71,3.97,1.10,1.93,8442.18,49.72,369439,6.58,8.25,79.26,13.83,Racing,653.69
Grand Theft Auto V,Xbox 360,2013,Adventure,Square Enix,Rockstar Games,11/21/2017,1.19,22.52,2.60,4.72,2.83,5.11,1125.98,58.29,156637,4.86,19.75,72.98,12.08,Action,-86.66
Minecraft,Xbox One,2015,Sports,Activision,EA Sports,9/8/2021,4.36,137.28,16.34,0.59,0.66,7.40,6863.95,49.57,513483,1.97,64.70,73.99,14.76,Shooter,509.60
Minecraft,PS4,2010,Sports,Sony,EA Sports,8/17/2015,8.95,32.71,14.35,8.58,2.45,8.68,1635.68,51.81,583858,6.45,8.79,60.91,14.05,RPG,-76.17
Call of Duty: Modern Warfare 2,PS4,2019,Puzzle,Ubisoft,EA Sports,8/14/2012,9.92,453.16,9.05,2.92,1.03,5.51,22657.84,44.48,825877,8.92,13.13,76.75,5.76,RPG,1285.22
Super Mario Odyssey,Wii,2019,Puzzle,Ubisoft,Ubisoft,1/15/2017,1.10,347.87,5.77,1.10,1.78,3.49,17393.32,47.33,790648,6.31,98.83,60.07,12.94,Platform,-23.23
Fortnite,SNES,2022,Strategy,Sony,Bungie,12/21/2017,9.50,2971.49,12.62,1.64,2.11,4.69,148574.66,44.81,192010,0.40,26.57,75.43,14.23,Shooter,754.21
FIFA 22,Xbox 360,2010,Adventure,Bethesda,Nintendo,4/22/2014,2.14,14.44,18.24,5.82,2.81,4.62,721.83,55.37,731027,1.62,60.10,68.15,6.34,Action,-99.51
Grand Theft Auto V,Switch,2017,Action,Ubisoft,Nintendo,7/25/2014,4.64,51.68,12.04,1.60,2.39,4.22,2584.24,58.80,476685,9.44,60.01,80.57,8.49,Shooter,258.01
Super Mario Odyssey,GameCube,2014,Platform,Bethesda,Nintendo,6/15/2015,2.03,45.28,5.85,5.92,1.32,0.90,2264.22,50.53,495136,1.85,73.08,61.60,10.95,RPG,-12.38
Super Mario Odyssey,PC,2025,Strategy,Activision,Nintendo,2/16/2013,5.17,7335.04,17.73,9.18,1.92,9.64,366751.99,53.34,174517,6.98,98.66,68.36,14.88,Action,16097.71
Animal Crossing: New Horizons,Xbox One,2015,RPG,Sony,Ubisoft,11/14/2020,4.31,183.42,3.32,9.76,0.24,7.91,9170.80,50.96,104561,4.28,49.22,87.17,5.21,Action,-97.50
The Legend of Zelda: Breath of the Wild,SNES,2024,RPG,Microsoft,Naughty Dog,12/13/2025,9.16,314.80,7.97,1.57,4.41,0.81,15739.76,51.79,455083,8.37,32.89,82.18,10.01,RPG,71.63
The Witcher 3: Wild Hunt,Switch,2010,Platform,Ubisoft,Nintendo,7/19/2018,3.04,31.60,5.91,3.64,4.35,6.07,1579.93,41.03,877880,1.11,9.47,63.09,7.74,Platform,-89.96
The Legend of Zelda: Breath of the Wild,Switch,2010,Strategy,Microsoft,Nintendo,8/28/2015,9.61,16.08,18.63,3.66,1.93,4.50,804.09,56.31,964247,6.44,43.24,63.42,9.98,Platform,-49.11
Minecraft,Switch,2025,RPG,Electronic Arts,Treyarch,5/30/2023,2.42,797.88,18.00,9.22,2.47,6.60,39894.08,52.01,845794,7.97,74.95,84.59,13.25,Sports,4861.41
Minecraft,PC,2022,Action,Electronic Arts,Valve,7/5/2020,1.10,512.48,18.76,6.37,2.74,3.46,25624.13,55.88,671317,8.80,32.30,79.98,5.26,Shooter,-35.77
Red Dead Redemption 2,GameCube,2019,Shooter,Ubisoft,Nintendo,1/17/2014,1.63,722.39,11.25,6.84,2.47,9.88,36119.67,52.32,680422,9.07,97.36,87.61,13.86,Action,40.96
Fortnite,Xbox 360,2023,Shooter,Activision,EA Sports,9/18/2014,6.49,1209.63,10.62,4.77,4.93,3.87,60481.66,44.03,156494,0.76,30.45,61.18,9.14,Racing,67.45
Call of Duty: Modern Warfare 2,Switch,2013,Racing,Ubisoft,Nintendo,2/6/2025,6.02,84.48,8.78,8.04,4.91,1.14,4223.85,47.29,118755,4.83,30.41,86.34,10.35,Shooter,-93.02
Fortnite,Switch,2010,Puzzle,Square Enix,Naughty Dog,3/3/2024,6.74,9.91,1.16,8.73,1.72,9.69,495.72,40.48,452979,9.22,12.32,70.42,11.10,Adventure,-88.26
Minecraft,Wii,2022,Racing,Activision,Bungie,11/11/2015,8.81,2996.12,4.79,6.02,0.80,1.48,149805.75,53.89,791560,0.16,84.62,67.02,6.08,Strategy,30119.71
Red Dead Redemption 2,PS4,2020,RPG,Bethesda,Ubisoft,4/21/2016,3.83,796.01,1.42,5.79,2.37,0.54,39800.36,48.23,657425,0.94,63.75,64.53,10.48,Racing,-73.43
Grand Theft Auto V,Switch,2019,Adventure,Square Enix,Naughty Dog,1/17/2025,9.70,338.25,4.48,7.37,4.15,0.21,16912.53,54.62,888791,7.54,65.79,89.61,10.39,Platform,-57.51
Fortnite,Xbox One,2021,Racing,Square Enix,Treyarch,2/4/2013,1.43,262.85,13.70,8.29,1.12,0.97,13142.40,48.31,533636,0.07,58.06,68.46,13.39,RPG,-22.29
Minecraft,NES,2015,Racing,Electronic Arts,Nintendo,11/8/2022,1.93,26.13,6.63,4.85,2.61,4.68,1306.63,52.10,146430,2.25,5.08,73.36,5.88,Adventure,-90.06
Red Dead Redemption 2,NES,2017,Puzzle,Nintendo,Valve,7/26/2014,8.72,231.84,4.01,1.38,2.09,3.37,11592.04,47.82,339448,2.08,48.61,68.44,10.03,Adventure,787.17
Minecraft,Xbox One,2019,Puzzle,Microsoft,EA Sports,8/17/2020,4.64,348.47,13.57,6.64,0.74,6.64,17423.69,56.68,311922,4.15,31.60,74.12,5.59,Adventure,50.31
Grand Theft Auto V,Wii,2023,Sports,Nintendo,EA Sports,3/30/2025,3.36,495.33,15.27,2.01,3.33,4.48,24766.41,46.76,747401,5.31,53.90,79.72,13.70,Platform,42.14
Fortnite,Xbox One,2014,Strategy,Bethesda,EA Sports,12/19/2018,8.40,17.35,15.64,4.89,3.06,8.67,867.46,43.83,931583,9.50,53.22,78.48,10.80,Action,-96.50
Call of Duty: Modern Warfare 2,NES,2010,Racing,Sony,Bungie,3/15/2019,3.41,40.34,12.43,4.42,0.53,1.97,2017.08,57.92,495659,8.72,39.62,81.43,6.88,Shooter,132.53
The Legend of Zelda: Breath of the Wild,PC,2020,Platform,Nintendo,Rockstar Games,12/13/2023,1.78,180.91,19.95,7.97,4.78,5.69,9045.55,57.82,122871,6.46,94.36,61.98,12.51,Action,348.45
Animal Crossing: New Horizons,SNES,2010,RPG,Nintendo,Valve,8/25/2014,5.56,3.89,1.73,0.45,1.07,2.80,194.61,53.91,653885,7.40,43.96,79.82,9.85,Action,-97.85
Super Mario Odyssey,GameCube,2021,Shooter,Microsoft,Rockstar Games,4/17/2020,3.32,1616.76,4.00,4.58,1.50,2.71,80837.95,49.77,926148,3.80,67.49,77.23,6.13,Strategy,41438.81
Super Mario Odyssey,SNES,2024,Racing,Electronic Arts,Treyarch,5/14/2012,2.03,2717.52,7.06,6.56,3.95,3.67,135875.75,56.25,660351,8.32,80.29,80.30,9.27,Puzzle,68.08
Fortnite,NES,2014,RPG,Square Enix,Bungie,5/23/2025,3.91,79.84,13.66,0.30,1.49,2.85,3991.77,42.03,199179,3.47,9.99,69.45,10.40,Puzzle,-97.06
Call of Duty: Modern Warfare 2,PS3,2020,Puzzle,Ubisoft,Nintendo,2/24/2011,7.25,1030.42,17.15,1.05,3.58,8.88,51520.81,42.31,111872,2.65,14.08,88.48,12.74,Shooter,1190.67
FIFA 22,NES,2015,Sports,Ubisoft,Rockstar Games,12/24/2014,3.71,227.79,0.77,1.34,2.50,2.61,11389.55,42.43,919159,7.53,39.62,62.90,8.65,Strategy,-77.89
Animal Crossing: New Horizons,PS3,2011,Strategy,Microsoft,EA Sports,9/10/2023,8.22,67.48,17.03,1.63,2.73,1.18,3373.77,59.54,418775,3.63,30.48,88.51,5.51,Puzzle,-70.38
FIFA 22,GameCube,2014,Strategy,Electronic Arts,Valve,3/13/2025,8.52,34.87,12.58,9.24,4.24,1.03,1743.66,44.16,497009,1.59,59.26,87.79,5.92,Strategy,-48.32
FIFA 22,PS4,2016,Sports,Ubisoft,Bungie,11/13/2019,9.76,285.14,9.49,6.43,1.07,5.33,14257.15,51.47,685700,2.42,35.60,61.98,8.48,Racing,717.66
Call of Duty: Modern Warfare 2,Wii,2018,Puzzle,Nintendo,Nintendo,9/25/2015,3.90,468.53,17.39,4.95,1.15,4.82,23426.72,59.34,768324,2.68,6.40,76.23,13.65,Adventure,64.32
The Legend of Zelda: Breath of the Wild,Switch,2014,RPG,Bethesda,Ubisoft,6/11/2010,4.17,8.53,14.30,0.30,0.90,4.32,426.51,45.53,243266,0.39,43.88,76.41,7.71,RPG,-98.18
Super Mario Odyssey,GameCube,2020,Shooter,Electronic Arts,Rockstar Games,7/25/2011,7.95,396.46,12.49,3.45,0.52,2.99,19822.83,44.02,179550,7.67,85.29,78.16,6.69,Strategy,4547.64
The Witcher 3: Wild Hunt,GameCube,2019,RPG,Sony,Naughty Dog,2/22/2017,2.23,336.90,15.88,1.46,0.03,8.49,16844.76,43.82,757793,5.27,94.67,65.15,8.47,Sports,-15.02
Animal Crossing: New Horizons,Wii,2024,RPG,Square Enix,EA Sports,4/3/2025,3.66,5095.90,10.06,5.63,2.81,1.25,254794.81,45.97,777039,8.01,9.89,76.92,6.38,Puzzle,1412.61
Red Dead Redemption 2,PS3,2015,Shooter,Ubisoft,EA Sports,2/27/2018,9.16,195.11,16.25,7.40,4.75,6.36,9755.50,52.18,171484,7.05,79.47,74.71,7.54,RPG,-96.17
FIFA 22,NES,2020,Platform,Square Enix,Treyarch,7/20/2013,8.69,486.63,19.04,5.47,3.06,6.22,24331.43,49.22,188150,0.95,66.71,60.76,7.42,RPG,149.41
FIFA 22,SNES,2014,Adventure,Bethesda,EA Sports,11/28/2020,3.79,16.02,6.39,2.93,4.91,7.23,800.93,46.67,756898,2.58,10.26,71.71,14.85,RPG,-96.71
The Witcher 3: Wild Hunt,Wii,2016,Puzzle,Bethesda,Valve,9/26/2024,1.57,185.70,13.46,9.58,3.21,5.64,9284.93,55.47,207925,2.98,62.36,74.92,14.83,Adventure,1059.26
Red Dead Redemption 2,PS4,2018,Action,Activision,Rockstar Games,4/23/2011,8.67,754.32,14.29,2.08,1.34,0.80,37715.78,50.12,679504,6.28,14.21,77.08,8.46,Shooter,306.20
Super Mario Odyssey,GameCube,2021,Platform,Activision,Bungie,9/18/2010,8.65,243.62,4.25,1.25,1.05,4.23,12180.84,47.77,288810,4.39,7.62,69.45,11.31,Racing,-67.70
Fortnite,PC,2016,Racing,Sony,Rockstar Games,10/8/2018,2.37,55.45,5.34,2.47,4.94,6.75,2772.65,47.28,293750,5.40,30.51,83.86,8.39,Racing,-77.24
Grand Theft Auto V,Xbox One,2014,RPG,Electronic Arts,Treyarch,2/16/2018,9.85,91.34,7.64,4.04,1.05,3.15,4566.95,45.61,420594,6.80,31.93,82.30,13.79,Action,64.71
Call of Duty: Modern Warfare 2,Xbox One,2023,Puzzle,Bethesda,Bungie,6/15/2015,4.87,4031.85,10.32,0.88,2.26,1.00,201592.36,55.31,780298,7.53,6.50,81.87,5.56,RPG,4314.16
Grand Theft Auto V,Xbox 360,2018,RPG,Activision,Rockstar Games,11/15/2024,9.78,684.61,0.96,8.38,0.77,6.84,34230.50,44.01,992754,1.77,89.33,62.98,8.44,Platform,-83.02
The Legend of Zelda: Breath of the Wild,GameCube,2015,Shooter,Nintendo,Ubisoft,4/29/2014,5.81,50.28,7.20,1.01,3.58,4.70,2513.78,43.25,952710,8.89,73.23,62.73,7.26,Strategy,-92.66
Grand Theft Auto V,PS4,2019,Shooter,Activision,Treyarch,12/8/2017,9.63,700.02,10.08,9.25,3.18,3.98,35000.98,50.04,654319,5.03,90.68,87.37,13.26,RPG,1292.37
The Legend of Zelda: Breath of the Wild,SNES,2022,RPG,Square Enix,Naughty Dog,10/26/2010,2.32,2693.49,12.11,9.44,2.47,4.79,134674.60,43.09,872806,6.87,39.73,71.94,7.54,Sports,284.77
Grand Theft Auto V,Xbox 360,2016,Shooter,Microsoft,Ubisoft,8/29/2012,9.95,384.26,19.82,7.69,3.40,4.50,19212.86,46.88,435371,0.58,97.27,79.52,7.03,Platform,-85.73
Call of Duty: Modern Warfare 2,Xbox One,2018,Action,Square Enix,EA Sports,8/25/2025,4.95,336.94,9.11,1.56,0.18,8.45,16847.12,41.52,633052,1.12,87.12,70.52,9.32,Platform,-12.31
The Legend of Zelda: Breath of the Wild,PS4,2022,Platform,Bethesda,Valve,1/5/2010,8.70,554.64,3.71,4.66,1.41,2.65,27732.02,49.09,483633,6.63,41.98,72.45,9.03,Racing,64.61
Animal Crossing: New Horizons,SNES,2013,Shooter,Bethesda,Naughty Dog,3/29/2017,9.11,107.81,18.08,0.24,2.95,6.24,5390.71,45.77,553490,2.11,40.28,86.18,12.75,Platform,-80.56
FIFA 22,Xbox 360,2014,Puzzle,Activision,Naughty Dog,7/29/2016,2.62,73.31,8.47,6.38,1.65,0.69,3665.47,47.94,931732,4.78,27.53,87.08,8.11,Adventure,-32.00
Super Mario Odyssey,PS3,2020,Racing,Nintendo,Naughty Dog,5/8/2024,8.44,1400.82,2.49,3.03,2.10,8.46,70041.14,45.41,750202,4.20,41.34,84.98,13.76,Strategy,1810.84
The Legend of Zelda: Breath of the Wild,Wii,2015,Action,Square Enix,Naughty Dog,6/19/2019,7.68,123.00,2.27,8.94,1.03,7.40,6150.07,55.37,444337,3.07,67.69,81.90,10.52,RPG,-91.22
Fortnite,PC,2010,Sports,Activision,Treyarch,7/29/2011,7.38,15.03,17.69,9.40,1.17,2.12,751.70,45.01,329789,0.81,71.17,61.46,10.85,RPG,-87.78
Call of Duty: Modern Warfare 2,PS3,2024,RPG,Sony,Nintendo,6/13/2013,9.22,1356.76,5.54,5.46,3.32,6.45,67837.77,46.64,511874,3.72,46.62,71.37,12.52,Puzzle,8924.56
The Legend of Zelda: Breath of the Wild,PS4,2013,Racing,Electronic Arts,Bungie,11/5/2014,9.65,80.04,11.18,8.07,4.67,8.21,4002.12,47.83,177814,1.71,78.53,80.69,13.37,Racing,-94.10
Super Mario Odyssey,PS4,2014,RPG,Square Enix,Rockstar Games,1/24/2022,2.66,157.94,13.56,4.91,2.36,1.59,7896.91,44.07,442998,6.95,32.31,88.53,7.81,Shooter,97.32
Animal Crossing: New Horizons,Wii,2013,Racing,Nintendo,Rockstar Games,9/10/2014,4.48,91.64,17.26,3.48,2.73,2.71,4581.80,45.99,644291,3.20,28.62,62.89,13.41,RPG,-41.98
The Legend of Zelda: Breath of the Wild,NES,2014,Action,Nintendo,Ubisoft,12/29/2020,9.52,136.49,14.20,0.37,3.94,8.07,6824.56,47.84,937532,3.84,9.17,76.63,6.33,Puzzle,48.95
Minecraft,Switch,2023,Puzzle,Electronic Arts,Naughty Dog,12/7/2023,4.16,249.14,18.39,3.11,4.50,0.40,12456.79,44.89,767041,0.28,81.95,66.74,13.69,RPG,82.53
Call of Duty: Modern Warfare 2,PC,2012,Shooter,Square Enix,Ubisoft,11/12/2013,2.29,54.62,7.04,6.15,3.74,0.42,2731.17,52.20,115667,9.25,95.70,89.57,11.58,Platform,-78.07
Fortnite,Switch,2016,RPG,Activision,Rockstar Games,6/6/2012,1.02,141.65,3.36,4.66,3.73,7.30,7082.41,57.40,553796,8.57,79.88,62.54,6.47,Puzzle,159.32
Call of Duty: Modern Warfare 2,PS4,2017,Action,Square Enix,EA Sports,6/8/2019,5.38,351.59,13.48,6.86,1.38,7.27,17579.31,55.51,698282,7.15,91.44,89.55,14.21,Action,148.21
Red Dead Redemption 2,PS3,2022,Platform,Electronic Arts,Treyarch,5/26/2018,2.05,1684.24,1.31,4.30,3.37,5.20,84212.22,48.77,854118,5.39,62.88,70.38,11.68,Shooter,379.04
Fortnite,Wii,2019,Sports,Square Enix,Ubisoft,1/18/2021,6.60,157.75,12.42,8.31,2.32,5.17,7887.75,43.23,881608,7.62,10.42,76.80,13.04,Shooter,-90.63
Super Mario Odyssey,Switch,2015,RPG,Electronic Arts,Nintendo,11/6/2014,5.99,225.71,14.70,5.61,2.24,3.55,11285.56,41.99,587268,6.69,13.75,65.24,10.69,Platform,43.08
Grand Theft Auto V,PS3,2013,Shooter,Bethesda,Treyarch,6/5/2017,1.98,77.35,16.52,2.25,0.59,4.84,3867.63,49.52,376949,3.42,68.67,84.63,12.20,RPG,-65.73
Minecraft,SNES,2022,Sports,Nintendo,Nintendo,8/7/2011,2.67,2619.81,13.71,8.22,0.36,9.81,130990.34,41.62,603337,9.47,27.37,85.72,8.47,Racing,3286.83
Red Dead Redemption 2,Xbox 360,2013,Adventure,Microsoft,Ubisoft,11/16/2012,8.62,115.16,11.31,3.50,4.28,6.75,5758.05,49.57,484056,9.68,38.27,87.29,12.36,Strategy,-95.60
FIFA 22,PS3,2021,Puzzle,Electronic Arts,Nintendo,11/28/2010,6.05,1214.47,4.71,2.73,4.92,5.95,60723.60,56.18,292876,5.49,8.13,69.84,12.09,Sports,954.59
The Legend of Zelda: Breath of the Wild,SNES,2013,Shooter,Bethesda,Bungie,1/8/2010,8.69,123.65,4.72,9.98,0.65,3.72,6182.63,57.79,979322,6.33,22.07,79.36,7.85,Platform,-89.82
Animal Crossing: New Horizons,PS4,2018,Shooter,Electronic Arts,Nintendo,9/10/2023,9.68,371.55,15.16,7.86,3.09,4.33,18577.51,44.34,645546,7.26,87.54,69.34,10.88,Strategy,200.48
The Legend of Zelda: Breath of the Wild,GameCube,2015,Sports,Ubisoft,Naughty Dog,6/28/2023,7.69,184.23,18.26,7.50,0.31,6.81,9211.71,59.81,143422,2.67,75.99,76.67,7.12,Platform,-50.41
Super Mario Odyssey,PS3,2014,Action,Nintendo,EA Sports,11/13/2011,3.18,54.18,12.46,6.23,1.30,2.15,2708.93,43.42,628534,2.61,28.24,81.67,7.53,Action,-70.59
Red Dead Redemption 2,SNES,2018,Strategy,Electronic Arts,Bungie,9/21/2025,8.37,193.05,9.22,8.91,3.10,4.26,9652.73,58.68,525030,2.82,86.76,85.69,6.05,Sports,256.33
Red Dead Redemption 2,Switch,2025,Adventure,Square Enix,Ubisoft,2/2/2014,9.45,1106.21,13.66,0.33,3.41,3.91,55310.70,45.08,134040,4.26,7.36,60.24,11.08,Action,473.01
The Legend of Zelda: Breath of the Wild,SNES,2010,Shooter,Nintendo,Bungie,3/10/2010,6.92,14.20,15.10,3.88,1.47,9.27,710.04,42.66,688284,6.59,59.07,72.06,8.42,Racing,-98.72
FIFA 22,PC,2014,Adventure,Nintendo,Rockstar Games,4/16/2015,1.91,187.81,1.54,1.71,0.67,0.95,9390.63,48.98,161916,2.51,82.54,73.07,9.80,Platform,1222.54
Red Dead Redemption 2,Wii,2017,Puzzle,Electronic Arts,Ubisoft,5/24/2021,8.00,246.71,17.98,7.48,1.28,0.81,12335.73,45.00,193155,1.56,87.76,86.31,6.80,Shooter,31.36
The Legend of Zelda: Breath of the Wild,PS3,2012,Shooter,Electronic Arts,EA Sports,11/14/2015,1.31,78.45,19.23,4.80,4.46,8.02,3922.29,51.61,259537,9.33,88.67,80.46,14.65,Sports,-68.20
Super Mario Odyssey,GameCube,2017,Platform,Nintendo,Bungie,4/18/2024,5.16,334.36,2.95,8.22,4.75,1.03,16718.11,47.76,338144,3.46,37.03,86.28,6.31,Action,326.23
